X,Y,name,elevation
-74.0655063645,4.5995776657,499 Teatro la Media Torta,2697
-74.0650921865,4.611803089,658 Bosque Izquierdo,2680.9
-74.0617970089,4.6032200997,510 Teleféricos de Monserrate,2696.1
-74.0616124682,4.6013400883,509 Centro las Gaviotas,2698.4
-74.0593973251,4.6349442637,543 Siberia Central,2696
-74.0580850019,4.6338406965,640 Siberia Central,2702
-74.0579602203,4.6337163228,637 Pardo Rubio,2702
-74.059634174,4.6333318906,544 Siberia Central,2678.1
-74.0595919017,4.6347993905,543 Siberia Central,2664.1
-74.0604921417,4.6355165921,551 Urbanización Camelia,2633.5
-74.0632953458,4.6220508027,NN,2633
-74.0969324671,4.5959528256,205 El Vergel,2593
-74.0915586613,4.6066611679,NN,2598.6
-74.0868311841,4.6168335294,258 Complejo Judicial Paloquemao,2591
-74.0950398333,4.5990062691,156 El Vergel cl 2B,2602.2
-74.0960424196,4.5955278217,157 El Vergel,2600
-74.0859860349,4.6156728491,171 Paloquemao,2604.5
-74.09323803,4.6026055469,195,2596.1
-74.1018052027,4.5963776205,048 Santa Isabel sur,2594.3
-74.1031554434,4.599563079,414 Parque la Perla,2597.9
-74.0574847162,4.6428785046,561 Estación Policía Chapinero,2651.2
-74.0460185241,4.6648891177,599 Calle 85,2627.5
-74.056214719,4.642226891,566,2662.2
-74.0746821184,4.6218421357,120 teusaquillo,2592.7
-74.0649751201,4.6756332088,770 Estación la Castellana,2575.3
-74.0609254036,4.6779673174,123 La Castellana,2578.7
-74.0738046169,4.6170657501,NN,2610.5
-74.0704296436,4.6386300819,531 ECCI,2586.6
-74.06430264,4.6350168949,NN Marly,2584
-74.0715363901,4.6353306714,528 palermo,2583.4
-74.0754273507,4.6646811524,772 Estación Avenida Chile,2578
-74.0766134765,4.6605660673,773 La Paz,2580.1
-74.0773581248,4.657762195,177 Estación Simón Bolívar,2580.5
-74.0733482039,4.6672633054,178 Estación Avenida Chile,2575.6
-74.0645700515,4.6751682119,771 Estación la Castellana,2576.8
-74.0704829444,4.6706138497,179 Estación NQS cl 75,2581.6
