stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
310,387,Bosque Calderón  ,387A00 Bosque Calderón  ,-74.0620391504,4.6422247757,0,,0,,co,0
311,389,CC Morichal  ,389A00 CC Morichal  ,-74.0735289564,4.6415793626,0,,0,,co,0
312,390,Banco Central  ,390A00 Banco Central  ,-74.0704495966,4.6409962843,0,,0,,co,0
313,391,CC Galerías  ,391A00 CC Galerías  ,-74.0739710553,4.6422284329,0,,0,,co,0
314,392,Galerías   ,392A00 Galerías   ,-74.0737033073,4.6425857153,0,,0,,co,0
315,393,CAI Alcázares  ,393A00 CAI Alcázares  ,-74.0678943982,4.662094447,0,,0,,co,0
316,394,Universidad EAN  ,394A00 Universidad EAN  ,-74.0571749051,4.6554134512,0,,0,,co,0
317,397,Cl 72  ,397A00 Cl 72  ,-74.0610327774,4.6589957303,0,,0,,co,0
318,398,Estación cl 72 ,398A00 Estación cl 72 ,-74.0611181909,4.6585999345,0,,0,,co,0
319,399,Colombia   ,399A00 Colombia   ,-74.0673992569,4.6623484556,0,,0,,co,0
320,412,Santa Bárbara  ,412A00 Santa Bárbara  ,-74.0777544239,4.5900502544,0,,0,,co,0
321,413,Hospital centro oriente Lourdes,413A00 Hospital centro oriente Lourdes,-74.0749047626,4.5897736627,0,,0,,co,0
322,414,Hospital centro oriente Lourdes,414A00 Hospital centro oriente Lourdes,-74.0750266617,4.5900718548,0,,0,,co,0
323,414,Parque la Perla ,414A00 Parque la Perla ,-74.1031554434,4.599563079,0,,0,,co,0
324,415,JAC Santa Isabel ,415A00 JAC Santa Isabel ,-74.1032106802,4.6004599154,0,,0,,co,0
325,415,Lourdes II  ,415A00 Lourdes II  ,-74.072674938,4.589546992,0,,0,,co,0
326,416,Belén   ,416A00 Belén   ,-74.072615699,4.5900777076,0,,0,,co,0
327,418,Santa Isabel sur ,418A00 Santa Isabel sur ,-74.1010496579,4.5987543091,0,,0,,co,0
328,420,Santa Isabel  ,420A00 Santa Isabel  ,-74.100306262,4.6009610109,0,,0,,co,0
329,434,Eduardo Santos  ,434A00 Eduardo Santos  ,-74.0917094479,4.5960813546,0,,0,,co,0
330,437,La Estanzuela  ,437A00 La Estanzuela  ,-74.091176698,4.5974436309,0,,0,,co,0
331,438,Hopistal de la Misericordia,438A00 Hopistal de la Misericordia,-74.0880622513,4.5941454436,0,,0,,co,0
332,443,La Estanzuela  ,443A00 La Estanzuela  ,-74.0886476001,4.5983231566,0,,0,,co,0
333,460,Fundafidro   ,460A00 Fundafidro   ,-74.0698435547,4.5932213301,0,,0,,co,0
334,493,EAAB   ,493A00 EAAB   ,-74.0673960089,4.5955489007,0,,0,,co,0
335,494,Universidad externado  ,494A00 Universidad externado  ,-74.0670807406,4.5958482195,0,,0,,co,0
336,498,Universidad Distrital Faramena ,498A00 Universidad Distrital Faramena ,-74.0649252779,4.5980661978,0,,0,,co,0
337,499,Teatro la Media Torta,499A00 Teatro la Media Torta,-74.0655063645,4.5995776657,0,,0,,co,0
338,500,Universidad de los Andes,500A00 Universidad de los Andes,-74.0626046079,4.5999664955,0,,0,,co,0
339,502,Las Aguas  ,502A00 Las Aguas  ,-74.0669928957,4.6036706725,0,,0,,co,0
340,506,Quinta de Bolivar ,506A00 Quinta de Bolivar ,-74.0645585395,4.6032364899,0,,0,,co,0
341,508,Teleférico de Monserrate ,508A00 Teleférico de Monserrate ,-74.0619480521,4.6029508825,0,,0,,co,0
342,509,Centro las Gaviotas ,509A00 Centro las Gaviotas ,-74.0616124682,4.6013400883,0,,0,,co,0
343,510,Teleféricos de Monserrate ,510A00 Teleféricos de Monserrate ,-74.0617970089,4.6032200997,0,,0,,co,0
344,512,Iglesia San Alfonso ,512A00 Iglesia San Alfonso ,-74.0771898869,4.6273880602,0,,0,,co,0
345,513,la soledad  ,513A00 la soledad  ,-74.0788344006,4.6318207476,0,,0,,co,0
346,514,La Soledad  ,514A00 La Soledad  ,-74.0780267571,4.6295488613,0,,0,,co,0
347,517,Teusaquillo   ,517A00 Teusaquillo   ,-74.0759336203,4.6232969826,0,,0,,co,0
348,519,Teusaquillo   ,519A00 Teusaquillo   ,-74.071238885,4.622943853,0,,0,,co,0
349,523,Belalcazar   ,523A00 Belalcazar   ,-74.0773743857,4.6417723317,0,,0,,co,0
350,524,Colegio Americano de Bogotá,524A00 Colegio Americano de Bogotá,-74.0737946425,4.6346511086,0,,0,,co,0
351,526,Alfonso López  ,526A00 Alfonso López  ,-74.0740037513,4.6397400485,0,,0,,co,0
352,527,Parroquia Santa Marta ,527A00 Parroquia Santa Marta ,-74.0732942428,4.640541923,0,,0,,co,0
353,528,palermo   ,528A00 palermo   ,-74.0715363901,4.6353306714,0,,0,,co,0
354,531,ECCI   ,531A00 ECCI   ,-74.0704296436,4.6386300819,0,,0,,co,0
355,532,Alfonso López  ,532A00 Alfonso López  ,-74.0704759026,4.6391506155,0,,0,,co,0
356,533,Ak 17  ,533A00 Ak 17  ,-74.0704149661,4.6400666207,0,,0,,co,0
357,535,Galerías   ,535A00 Galerías   ,-74.0718727755,4.6423686489,0,,0,,co,0
358,537,Banco Central  ,537A00 Banco Central  ,-74.0714654412,4.6443096021,0,,0,,co,0
359,543,Siberia Central  ,543A00 Siberia Central  ,-74.0593973251,4.6349442637,0,,0,,co,0
360,543,Siberia Central  ,543A00 Siberia Central  ,-74.0595919017,4.6347993905,0,,0,,co,0
361,544,Siberia Central  ,544A00 Siberia Central  ,-74.059634174,4.6333318906,0,,0,,co,0
362,551,Urbanización Camelia  ,551A00 Urbanización Camelia  ,-74.0604921417,4.6355165921,0,,0,,co,0
363,554,Cli San Tomás ,554A00 Cli San Tomás ,-74.0609779581,4.6387452073,0,,0,,co,0
364,555,Cli Santo Tomas ,555A00 Cli Santo Tomas ,-74.0609601885,4.639040805,0,,0,,co,0
365,556,Bosque Calderon  ,556A00 Bosque Calderon  ,-74.0605483856,4.6410513623,0,,0,,co,0
366,560,U Salle sede Chapinero,560A00 U Salle sede Chapinero,-74.0601027198,4.6425599791,0,,0,,co,0
367,561,Estación Policía Chapinero ,561A00 Estación Policía Chapinero ,-74.0574847162,4.6428785046,0,,0,,co,0
368,564,CAI Granada  ,564A00 CAI Granada  ,-74.0568114149,4.6470906567,0,,0,,co,0
369,566,   ,566A00    ,-74.056214719,4.642226891,0,,0,,co,0
370,569,Granada   ,569A00 Granada   ,-74.0542261675,4.6478318609,0,,0,,co,0
371,570,Cra 1  ,570A00 Cra 1  ,-74.054340917,4.6464891024,0,,0,,co,0
372,571,Colegio Rosario Santo Domingo,571A00 Colegio Rosario Santo Domingo,-74.0536689635,4.6467900587,0,,0,,co,0
373,574,Benjamín Herrera  ,574A00 Benjamín Herrera  ,-74.0764709841,4.6560342237,0,,0,,co,0
374,576,La Paz  ,576A00 La Paz  ,-74.0755540039,4.6586574242,0,,0,,co,0
375,583,Alcázares norte  ,583A00 Alcázares norte  ,-74.0676068345,4.6656830306,0,,0,,co,0
376,584,Cámara de Comercio cl,584A00 Cámara de Comercio cl,-74.0594922778,4.6516704985,0,,0,,co,0
377,591,Polo Club  ,591A00 Polo Club  ,-74.0633302554,4.6703717625,0,,0,,co,0
378,593,Polo Club  ,593A00 Polo Club  ,-74.0624881256,4.6752631897,0,,0,,co,0
379,599,Calle 85  ,599A00 Calle 85  ,-74.0460185241,4.6648891177,0,,0,,co,0
380,600,Calle 86A  ,600A00 Calle 86A  ,-74.0446202798,4.6669059827,0,,0,,co,0
381,601,El Refugio  ,601A00 El Refugio  ,-74.0440260817,4.667592967,0,,0,,co,0
382,602,Cra 4  ,602A00 Cra 4  ,-74.0410016132,4.669340036,0,,0,,co,0
383,603,Cra 4  ,603A00 Cra 4  ,-74.040746108,4.6690380006,0,,0,,co,0
384,615,Paloquemao   ,615A00 Paloquemao   ,-74.0832758392,4.6150086037,0,,0,,co,0
385,618,Rafel Uribe  ,618A00 Rafel Uribe  ,-74.0667379013,4.6566531985,0,,0,,co,0
386,621,Park Way  ,621A00 Park Way  ,-74.0736563436,4.6243801059,0,,0,,co,0
387,627,San Felipe  ,627A00 San Felipe  ,-74.0621307611,4.6639188495,0,,0,,co,0
388,628,San Felipe  ,628A00 San Felipe  ,-74.0631515604,4.6623139189,0,,0,,co,0
389,633,Archivo Distrital  ,633A00 Archivo Distrital  ,-74.0781216323,4.5904105128,0,,0,,co,0
390,637,Pardo Rubio  ,637A00 Pardo Rubio  ,-74.0579602203,4.6337163228,0,,0,,co,0
391,638,Av Aaracas  ,638A00 Av Aaracas  ,-74.0649667854,4.6437793409,0,,0,,co,0
392,640,Siberia Central  ,640A00 Siberia Central  ,-74.0580850019,4.6338406965,0,,0,,co,0
393,646,CC Galerías  ,646A00 CC Galerías  ,-74.0754114094,4.6433222007,0,,0,,co,0
394,650,SENA   ,650A00 SENA   ,-74.0624330107,4.6522430508,0,,0,,co,0
395,653,Av cl 19 ,653A00 Av cl 19 ,-74.073266834,4.6057989635,0,,0,,co,0
396,654,Teatro nacional Jorge Elieser,654A00 Teatro nacional Jorge Elieser,-74.0716884378,4.6089485055,0,,0,,co,0
397,655,Torre Colpatria  ,655A00 Torre Colpatria  ,-74.0700056582,4.6104987804,0,,0,,co,0
398,656,Planetario de Bogotá ,656A00 Planetario de Bogotá ,-74.0696391346,4.6120477845,0,,0,,co,0
399,657,Estación bicentenario  ,657A00 Estación bicentenario  ,-74.0809747484,4.5934558986,0,,0,,co,0
400,658,Bosque Izquierdo  ,658A00 Bosque Izquierdo  ,-74.0650921865,4.611803089,0,,0,,co,0
401,662,San Martín  ,662A00 San Martín  ,-74.0664492388,4.616311012,0,,0,,co,0
402,663,Plaza de toros la,663A00 Plaza de toros la,-74.0674068032,4.6124512041,0,,0,,co,0
403,664,Estación Universidades  ,664A00 Estación Universidades  ,-74.0671869194,4.6052364481,0,,0,,co,0
404,669,La Castellana  ,669A00 La Castellana  ,-74.0605495853,4.6785921402,0,,0,,co,0
405,671,Usatama   ,671A00 Usatama   ,-74.0807480179,4.623604808,0,,0,,co,0
406,675,Estación Museo nacional ,675A00 Estación Museo nacional ,-74.0687476078,4.6160287425,0,,0,,co,0
407,677,Colombia   ,677A00 Colombia   ,-74.0655312739,4.6585057229,0,,0,,co,0
408,678,Colombia   ,678A00 Colombia   ,-74.0641950164,4.6605187096,0,,0,,co,0
409,679,Juan XXIII  ,679A00 Juan XXIII  ,-74.0624557321,4.667453994,0,,0,,co,0
410,680,Estación cl 76 ,680A00 Estación cl 76 ,-74.0613158169,4.6639211637,0,,0,,co,0
411,681,San Felipe  ,681A00 San Felipe  ,-74.0617170481,4.6615868574,0,,0,,co,0
412,682,Estación cl 72 ,682A00 Estación cl 72 ,-74.0622166475,4.6587545704,0,,0,,co,0
413,683,Concepción norte  ,683A00 Concepción norte  ,-74.0626674643,4.6564123284,0,,0,,co,0
414,684,La Esperanza  ,684A00 La Esperanza  ,-74.0637730452,4.6539924866,0,,0,,co,0
415,685,Av cl 63 ,685A00 Av cl 63 ,-74.0647308086,4.6505388936,0,,0,,co,0
416,686,Estación cl 63 ,686A00 Estación cl 63 ,-74.0651882549,4.6478923783,0,,0,,co,0
417,687,IED Manuela Beltrán ,687A00 IED Manuela Beltrán ,-74.0656959743,4.6450840216,0,,0,,co,0
418,688,Estación cl 57 ,688A00 Estación cl 57 ,-74.0661786618,4.6424644452,0,,0,,co,0
419,689,Quesada   ,689A00 Quesada   ,-74.066584084,4.6399862892,0,,0,,co,0
420,690,Estación marly  ,690A00 Estación marly  ,-74.067101918,4.6371440809,0,,0,,co,0
421,691,Palermo   ,691A00 Palermo   ,-74.0674492641,4.6352122391,0,,0,,co,0
422,692,   ,692A00    ,-74.1013520507,4.6023114156,0,,0,,co,0
423,694,CAD   ,694A00 CAD   ,-74.0821867794,4.625323799,0,,0,,co,0
424,695,Las Américas  ,695A00 Las Américas  ,-74.079881151,4.6291190677,0,,0,,co,0
425,696,U Católica de Colombia,696A00 U Católica de Colombia,-74.067163195,4.6342532769,0,,0,,co,0
426,697,Marly   ,697A00 Marly   ,-74.0668354626,4.6361684979,0,,0,,co,0
427,698,SENA Centro de gestión,698A00 SENA Centro de gestión,-74.0663355567,4.638986368,0,,0,,co,0
428,699,Secretaría general de ambiente,699A00 Secretaría general de ambiente,-74.0658883743,4.6416750464,0,,0,,co,0
429,700,Chapinero central  ,700A00 Chapinero central  ,-74.0653576414,4.6445516318,0,,0,,co,0
430,701,Estación cl 63 ,701A00 Estación cl 63 ,-74.0648214419,4.6475957714,0,,0,,co,0
431,702,Chapinero norte  ,702A00 Chapinero norte  ,-74.0642991183,4.6503122624,0,,0,,co,0
432,703,Chapinero norte  ,703A00 Chapinero norte  ,-74.0634778686,4.6535958073,0,,0,,co,0
433,704,Quinta Camacho  ,704A00 Quinta Camacho  ,-74.0623005007,4.6560577506,0,,0,,co,0
434,705,Estación cl 72 ,705A00 Estación cl 72 ,-74.0618614933,4.6583795641,0,,0,,co,0
435,706,Porciúncula   ,706A00 Porciúncula   ,-74.0614051445,4.6611787006,0,,0,,co,0
436,707,Estación cl 76 ,707A00 Estación cl 76 ,-74.061045329,4.6631711471,0,,0,,co,0
437,708,El Polo club ,708A00 El Polo club ,-74.0624558553,4.6681716805,0,,0,,co,0
438,711,Porciúncula   ,711A00 Porciúncula   ,-74.0566825019,4.6575191047,0,,0,,co,0
439,717,   ,717A00    ,-74.0814445749,4.5924453198,0,,0,,co,0
440,720,Estación Virrey  ,720A00 Estación Virrey  ,-74.0594719816,4.6756755793,0,,0,,co,0
441,721,Estación calle 85 ,721A00 Estación calle 85 ,-74.0599898548,4.6728857685,0,,0,,co,0
442,722,Estación Héroes  ,722A00 Estación Héroes  ,-74.0605672731,4.668343828,0,,0,,co,0
443,754,Estación héroes  ,754A00 Estación héroes  ,-74.060205444,4.6671308866,0,,0,,co,0
444,755,U San Martín ,755A00 U San Martín ,-74.0597931291,4.6689876614,0,,0,,co,0
445,766,Estación cl 85 ,766A00 Estación cl 85 ,-74.0591651359,4.6724294937,0,,0,,co,0
446,770,Estación la Castellana ,770A00 Estación la Castellana ,-74.0649751201,4.6756332088,0,,0,,co,0
447,771,Estación la Castellana ,771A00 Estación la Castellana ,-74.0645700515,4.6751682119,0,,0,,co,0
448,772,Estación Avenida Chile ,772A00 Estación Avenida Chile ,-74.0754273507,4.6646811524,0,,0,,co,0
449,773,La Paz  ,773A00 La Paz  ,-74.0766134765,4.6605660673,0,,0,,co,0
450,093,   ,093A00    ,-74.0932749948,4.6120182589,0,,0,,co,0
451,NA,La Favorita  ,La Favorita  ,-74.0811840679,4.6125553116,0,,0,,co,0
452,NA,La Favorita  ,La Favorita  ,-74.0774476913,4.6093612864,0,,0,,co,0
453,NA,U Jorge Tadeo Lozano,U Jorge Tadeo Lozano,-74.0687439049,4.6077812901,0,,0,,co,0
454,NA,Santa Fe  ,Santa Fe  ,-74.0753718908,4.6136688319,0,,0,,co,0
455,NA,San Felipe  ,San Felipe  ,-74.0627671762,4.6601758154,0,,0,,co,0
456,NA,La Favorita  ,La Favorita  ,-74.079412032,4.610746196,0,,0,,co,0
457,NA,Fundación Universitaria San Martín,Fundación Universitaria San Martín,-74.0668757371,4.6475494552,0,,0,,co,0
458,NA,Cementerio Central  ,Cementerio Central  ,-74.0768887434,4.616084641,0,,0,,co,0
459,NA,CC Aquarium  ,CC Aquarium  ,-74.0635116817,4.646694258,0,,0,,co,0
460,NA,Baquero   ,Baquero   ,-74.0693240671,4.6505691808,0,,0,,co,0
461,NA,Galerías   ,Galerías   ,-74.0752006866,4.6422185211,0,,0,,co,0
462,NA,CAI Santa Isabel ,CAI Santa Isabel ,-74.0995013871,4.5993628012,0,,0,,co,0
463,NA,Sin nombre,,-74.0719489461,4.5926231919,0,,0,,co,0
464,NA,Sin nombre,,-74.0632953458,4.6220508027,0,,0,,co,0
465,NA,Sin nombre,,-74.0915586613,4.6066611679,0,,0,,co,0
466,NA,Sin nombre,,-74.0738046169,4.6170657501,0,,0,,co,0
467,NA,Academia Colombia de Historia,Academia Colombia de Historia,-74.0776931469,4.5979896742,0,,0,,co,0
468,NA,Alcázares   ,Alcázares   ,-74.0742960479,4.6604525764,0,,0,,co,0
469,NA,Alcázares   ,Alcázares   ,-74.0728619043,4.6624972159,0,,0,,co,0
470,NA,Alcázares   ,Alcázares   ,-74.0707262792,4.6654336061,0,,0,,co,0
471,NA,Arquidiócesis Pastoral  ,Arquidiócesis Pastoral  ,-74.0704821301,4.6645917387,0,,0,,co,0
472,NA,Baquero   ,Baquero   ,-74.0690437785,4.6533121821,0,,0,,co,0
473,NA,Benjamín Herrera  ,Benjamín Herrera  ,-74.0753571668,4.655457368,0,,0,,co,0
474,NA,CAI La Soledad ,CAI La Soledad ,-74.0748660173,4.6306137973,0,,0,,co,0
475,NA,Calle 6A  ,Calle 6A  ,-74.0753867588,4.5920966035,0,,0,,co,0
476,NA,Calle 9  ,Calle 9  ,-74.0735568728,4.5949692951,0,,0,,co,0
477,NA,Canal Arzobispo  ,Canal Arzobispo  ,-74.0720628523,4.6314618554,0,,0,,co,0
478,NA,Colegio Marillac  ,Colegio Marillac  ,-74.0731007676,4.6608953714,0,,0,,co,0
479,NA,ITD Fundación Juventud ,ITD Fundación Juventud ,-74.0659868499,4.6699470369,0,,0,,co,0
480,NA,La Aurora  ,La Aurora  ,-74.0683580353,4.6671777917,0,,0,,co,0
481,NA,La Soledad  ,La Soledad  ,-74.075711919,4.6291765943,0,,0,,co,0
482,NA,Marly   ,Marly   ,-74.06430264,4.6350168949,0,,0,,co,0
483,NA,Palermo   ,Palermo   ,-74.0718522399,4.6341116247,0,,0,,co,0
484,NA,Palermo   ,Palermo   ,-74.0729737359,4.636467922,0,,0,,co,0
485,NA,Ruta Circular  ,Ruta Circular  ,-74.0692372367,4.6093539881,0,,0,,co,0
486,NA,San Andresito  ,San Andresito  ,-74.091188011,4.6056480696,0,,0,,co,0
487,NA,San Diego  ,San Diego  ,-74.0712872947,4.6106081251,0,,0,,co,0
488,NA,Sin nombre,,-74.0460701232,4.6651885191,0,,0,,co,0
489,NA,Sin nombre,,-74.0636080605,4.651114049,0,,0,,co,0
490,NA,Sin nombre,,-74.0746620018,4.6382036526,0,,0,,co,0
491,NA,Sin nombre,,-74.0782122748,4.6480329009,0,,0,,co,0
492,NA,Sin nombre,,-74.0770996053,4.6218467578,0,,0,,co,0
493,NA,Sin nombre,,-74.0653660809,4.6198170528,0,,0,,co,0
494,NA,Sin nombre,,-74.0667097838,4.6211719855,0,,0,,co,0
495,NA,Sin nombre,,-74.0691539638,4.6147498302,0,,0,,co,0
496,NA,Sin nombre,,-74.095412501,4.6001354433,0,,0,,co,0
497,NA,Sin nombre,,-74.0926460344,4.6049561205,0,,0,,co,0
498,NA,Sin nombre,,-74.0753032462,4.6323924905,0,,0,,co,0
499,NA,Sin nombre,,-74.0650660638,4.6328938007,0,,0,,co,0
500,NA,Sin nombre,,-74.0922147049,4.6040159387,0,,0,,co,0
501,NA,Sin nombre,,-74.0956650866,4.6021835172,0,,0,,co,0
502,NA,Sin nombre,,-74.0969195693,4.600141194,0,,0,,co,0
503,NA,Sin nombre,,-74.050212262,4.6835562007,0,,0,,co,0
504,NA,Sin nombre,,-74.0972027835,4.5976004982,0,,0,,co,0
505,NA,Sin nombre,,-74.0966349253,4.6027741058,0,,0,,co,0
506,NA,Sin nombre,,-74.0748266028,4.6498487216,0,,0,,co,0
507,NA,Sin nombre,,-74.0719287052,4.6324124666,0,,0,,co,0
508,NA,Sin nombre,,-74.0756915117,4.652776445,0,,0,,co,0
509,NA,Sin nombre,,-74.0785661509,4.6437399834,0,,0,,co,0
510,NA,Sin nombre,,-74.0787448531,4.6413301863,0,,0,,co,0
511,NA,Sin nombre,,-74.0789596446,4.6384310117,0,,0,,co,0
512,NA,Sin nombre,,-74.0791514225,4.6357580647,0,,0,,co,0
513,NA,Sin nombre,,-74.0577629521,4.6858593768,0,,0,,co,0
514,NA,Sin nombre,,-74.0587861559,4.6801272019,0,,0,,co,0
515,NA,Sin nombre,,-74.0644701446,4.687759192,0,,0,,co,0
516,NA,Sin nombre,,-74.0630357311,4.684934826,0,,0,,co,0
517,NA,Sin nombre,,-74.0643207136,4.6806260438,0,,0,,co,0
518,NA,Sin nombre,,-74.0670550868,4.6761622867,0,,0,,co,0
519,NA,Sin nombre,,-74.0437681507,4.6821002243,0,,0,,co,0
520,NA,Sin nombre,,-74.0573028184,4.6836705739,0,,0,,co,0
521,NA,Sin nombre,,-74.0627347409,4.6749859164,0,,0,,co,0
522,NA,Sin nombre,,-74.0777087555,4.6545976806,0,,0,,co,0
523,NA,Sin nombre,,-74.0780146871,4.6514764489,0,,0,,co,0
